2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 105,,,58180740, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 106,,,58180741, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 107,,,58180742, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 108,,,58180743, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 109,,,58180744, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 110,,,58180745, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 111,,,58180746, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 112,,,58180747, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 113,,,58180748, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 114,,,58180749, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 115,,,58180750, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 118,,,58180753, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 119,,,58180754, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 120,,,58180755, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 121,,,58180756, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 122,,,58180757, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 123,,,58180758, 
2025/10/30,12:04:15,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 124,,,58180759, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 201,,,58180760, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 202,,,58180761, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 203,,,58180762, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 204,,,58180763, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 205,,,58180764, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 206,,,58180765, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 207,,,58180766, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 208,,,58180767, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 209,,,58180768, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 210,,,58180769, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 211,,,58180770, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 212,,,58180771, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 213,,,58180772, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 214,,,58180773, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 215,,,58180774, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 216,,,58180775, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 217,,,58180776, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 218,,,58180777, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 219,,,58180778, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 220,,,58180779, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 221,,,58180780, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 222,,,58180781, 
