2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 223,,,58180782, 
2025/10/30,12:04:27,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 224,,,58180783, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 301,,,58180784, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 302,,,58180785, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 303,,,58180786, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 304,,,58180787, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 305,,,58180788, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 306,,,58180789, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 307,,,58180790, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 308,,,58180791, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 309,,,58180792, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 310,,,58180793, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 311,,,58180794, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 312,,,58180795, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 313,,,58180796, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 314,,,58180797, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 315,,,58180798, 
2025/10/30,12:04:39,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 316,,,58180799, 
2025/10/30,12:11:40,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 117,,,58180752, 
2025/10/30,12:11:54,I,YO10 4GB,York,,,Fawcett Street,, ,Waterloo House,,,,57171606,S, ,1A,0,Waterloo House,Studio 116,,,58180751, 
2025/10/31,12:31:55,I,YO15 2JB,Bridlington,,,St. Annes Road,,23,,,,,27300216,S, ,1F,23,,Flat 1,,,58182785, 
2025/10/31,12:31:55,I,YO15 2JB,Bridlington,,,St. Annes Road,,23,,,,,27300216,S, ,1F,23,,Flat 2,,,58182786, 
2025/10/31,12:31:55,I,YO15 2JB,Bridlington,,,St. Annes Road,,23,,,,,27300216,S, ,1F,23,,Flat 3,,,58182787, 
2025/11/21,13:39:47,B,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,Tallulah,,,52750345, 
2025/11/21,13:39:47,C,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,Tallulah,,,52750345, 
2025/11/21,13:39:47,B,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,Usquaebach,,,53661659, 
2025/11/21,13:39:47,C,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,Usquaebach,,,53661659, 
2025/11/21,13:39:47,B,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,Bixby,,,55554552, 
2025/11/21,13:39:47,C,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,Bixby,,,55554552, 
2025/11/21,13:39:47,B,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,,,Avionics Ltd,55930430,Y
2025/11/21,13:39:47,C,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,,,Avionics Ltd,55930430,Y
2025/11/21,13:39:47,B,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,7 Southdown Marina,,,,56811143, 
2025/11/21,13:39:47,C,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,7 Southdown Marina,,,,56811143, 
2025/11/21,13:39:47,B,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,Corsair,,,57665186, 
2025/11/21,13:39:47,C,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,Corsair,,,57665186, 
2025/11/21,13:40:48,I,PL10 1HG,Torpoint,Millbrook,,Southdown Quay,, ,,,,Southdown Marina,19027918,S,Y,1F,0,Southdown Marina,Ice Warrior,,,58211686, 
