PL31 2HQ,Bodmin,,,Fore Street,,0,24c,Unit 2,,,,58186419,S, ,2X,20251104
PL31 2HQ,Bodmin,,,Fore Street,,0,24c,Unit 3,,,,58186420,S, ,2Y,20251104
PL31 2HQ,Bodmin,,,Fore Street,,0,24a,,,,,58186421,S, ,2Z,20251104
PL31 2HQ,Bodmin,,,Fore Street,,0,24b,,,,,58186422,S, ,3A,20251104
PL31 2WN,Bodmin,,,Tregear Avenue,,20,,,,,,56503318,S, ,1Y,20251106
PL31 2WT,Bodmin,,,Oakwood Drive,,22,,,,,,56684310,S, ,2B,20251031
PL31 2WT,Bodmin,,,Oakwood Drive,,23,,,,,,56684311,S, ,2D,20251031
PL31 2WT,Bodmin,,,Oakwood Drive,,24,,,,,,56684312,S, ,2E,20251031
PL31 2WT,Bodmin,,,Oakwood Drive,,25,,,,,,56684313,S, ,2F,20251031
PL31 2WT,Bodmin,,,Oakwood Drive,,27,,,,,,56684315,S, ,2H,20251031
PL31 2XF,Bodmin,,,Country Park Road,,45,,,,,,57489987,S, ,2D,20251028
YO7 2QF,Thirsk,Bagby,,Monks Court,,2,,,,,,57179314,S, ,1B,20251031
YO7 3GJ,Thirsk,Sowerby,,Daisy Road,,24,,,,,,57733841,S, ,3U,20251021
YO7 3GJ,Thirsk,Sowerby,,Daisy Road,,22,,,,,,57733840,S, ,3W,20251031
YO7 3SA,Thirsk,Topcliffe,,Catton Road,,0,Salmon Hall Barns,The Byre,,,,55082281,S, ,1G,20251104
YO7 4DJ,Thirsk,Newsham,,,,0,Manor House Farm,Skylark Mews,,,,58177523,S, ,1S,20251103
YO7 4FB,Thirsk,Pickhill,,Rocking Horse Drive,,6,,,,,,56872439,S, ,1G,20251104
YO7 4QY,Thirsk,Borrowby,,,,0,Greystone Flatts Farm,Cow Corner,,,,57408763,S, ,1H,20251104
YO8 4FE,Selby,,,Grange Meadows,,73,,,,,,55185389,S, ,2W,20251104
YO8 4FE,Selby,,,Grange Meadows,,36,,,,,,55185410,S, ,4D,20251115
YO8 5DY,Selby,Barlby,,Market Weighton Road,,0,Burfield Estate,Unit 2,,,,58209323,S, ,1A,20251120
YO8 5DY,Selby,Barlby,,Market Weighton Road,,0,Burfield Estate,Unit 5,,,,58209324,S, ,1B,20251120
YO8 5SE,Selby,Skipwith,,,,0,1 The Coppice,,,,,57936198,S, ,1F,20251023
YO8 5SE,Selby,Skipwith,,,,0,2 The Coppice,,,,,57936199,S, ,1G,20251023
YO8 6AG,Selby,Bubwith,,Orchard Close,,1,,,,,,57847252,S, ,1A,20251114
YO8 6AG,Selby,Bubwith,,Orchard Close,,2,,,,,,57847253,S, ,1B,20251118
YO8 8GQ,Selby,,,Bracken Way,,74,,,,,,56924817,S, ,3J,20251104
YO8 8GQ,Selby,,,Bracken Way,,76,,,,,,56924818,S, ,3L,20251104
YO8 8GQ,Selby,,,Bracken Way,,53,,,,,,57904427,S, ,4S,20251101
YO8 8SY,Selby,,,Deer Park View,,21,,,,,,56925365,S, ,1J,20251104
YO8 8SY,Selby,,,Deer Park View,,25,,,,,,56925367,S, ,1N,20251104
YO8 8SY,Selby,,,Deer Park View,,22,,,,,,56925379,S, ,2B,20251104
YO8 8SY,Selby,,,Deer Park View,,36,,,,,,57907951,S, ,3Q,20251118
YO8 8TF,Selby,Camblesforth,,Ploughlands Way,,8,,,,,,57834790,S, ,1J,20251110
YO8 8TG,Selby,Camblesforth,,Woodland View,,3,,,,,,57834809,S, ,1D,20251111
YO8 9RD,Selby,Brayton,,Evergreen Way,,18,,,,,,55417583,S, ,2F,20251117
YO8 9UT,Selby,Gateforth Park,,Lakeside,,16,,,,,,56657910,S, ,1T,20251114
YO8 9UU,Selby,Gateforth Park,,Portobello Way,,2,,,,,,56657920,S, ,1B,20251114
YO8 9UW,Selby,Gateforth Park,,Field Rise,,2,,,,,,56657928,S, ,1B,20251022
YO10 4BE,York,,,Fulford Road,,0,126a,,,,,57828444,S, ,1Y,20251030
YO11 1AS,Scarborough,,,Belle Vue Place,,5,,Apartment 1,,,,57766726,S, ,1A,20251119
YO11 1AS,Scarborough,,,Belle Vue Place,,5,,Apartment 2,,,,57766727,S, ,1B,20251119
YO11 1AS,Scarborough,,,Belle Vue Place,,5,,Apartment 4,,,,57766729,S, ,1E,20251119
YO11 1AS,Scarborough,,,Belle Vue Place,,5,,Apartment 5,,,,57766730,S, ,1F,20251119
YO11 1TS,Scarborough,,,Westborough,,62,,,,,,57766688,S, ,3G,20251119
YO11 1TS,Scarborough,,,Westborough,,0,62a,,,,,57766689,S, ,3H,20251022
YO11 1TS,Scarborough,,,Westborough,,63,,,,,,57766690,S, ,3J,20251022
YO11 1TS,Scarborough,,,Westborough,,0,63a,,,,,57766691,S, ,3L,20251022
YO11 2AA,Scarborough,,,Belmont Road,,3,,Apartment 5,,,,54701214,S, ,3E,20251104
YO11 3BD,Scarborough,,,Pinehurst Avenue,,31,,,,,,57973041,S, ,3T,20251027
YO11 3YH,Scarborough,Eastfield,,Heather Pastures,,24,,,,,,57349878,S, ,3P,20251023
YO11 3ZF,Scarborough,Eastfield,,Okeanos Avenue,,7,,,,,,58138487,S, ,1F,20251121
YO11 3ZF,Scarborough,Eastfield,,Okeanos Avenue,,21,,,,,,58138498,S, ,1U,20251030
YO12 4FJ,Scarborough,Seamer,,New Forest Way,,16,,,,,,56967357,S, ,3B,20251031
YO12 4FJ,Scarborough,Seamer,,New Forest Way,,12,,,,,,56967355,S, ,3D,20251031
YO12 4FJ,Scarborough,Seamer,,New Forest Way,,2,,,,,,56967350,S, ,3E,20251031
YO12 4FJ,Scarborough,Seamer,,New Forest Way,,8,,,,,,56967353,S, ,3J,20251031
YO12 4FJ,Scarborough,Seamer,,New Forest Way,,14,,,,,,56967356,S, ,3L,20251031
YO12 4FJ,Scarborough,Seamer,,New Forest Way,,6,,,,,,56967352,S, ,3N,20251031
YO12 4FJ,Scarborough,Seamer,,New Forest Way,,4,,,,,,56967351,S, ,3Q,20251031
YO12 4FJ,Scarborough,Seamer,,New Forest Way,,10,,,,,,56967354,S, ,3T,20251031
YO12 4FN,Scarborough,Seamer,,Brumby Road,,2,,,,,,56967406,S, ,3P,20251027
YO12 7BB,Scarborough,,,Banchory Square,,0,The Old Print Works,Unit 2,,,Friday Night Tumbling,56171888,S,Y,1B,20251104
YO13 0FT,Scarborough,Burniston,,Iris Close,,25,,,,,,57369327,S, ,2E,20251108
YO13 0FT,Scarborough,Burniston,,Iris Close,,26,,,,,,57369328,S, ,2F,20251108
YO13 0FT,Scarborough,Burniston,,Iris Close,,27,,,,,,57369329,S, ,2G,20251108
YO13 0FT,Scarborough,Burniston,,Iris Close,,28,,,,,,57369330,S, ,2H,20251108
YO13 0FT,Scarborough,Burniston,,Iris Close,,29,,,,,,57369331,S, ,2J,20251108
YO13 0FW,Scarborough,Burniston,,Jasmine Court,,5,,,,,,57369342,S, ,1F,20251108
YO13 0FW,Scarborough,Burniston,,Jasmine Court,,6,,,,,,57369343,S, ,1G,20251108
YO13 0FW,Scarborough,Burniston,,Jasmine Court,,7,,,,,,57369344,S, ,1H,20251108
YO13 9GB,Scarborough,East Ayton,,Kelso Drive,,9,,,,,,57781108,S, ,1F,20251104
YO13 9GB,Scarborough,East Ayton,,Kelso Drive,,4,,,,,,57781115,S, ,1Q,20251020
YO14 0FR,Filey,Hunmanby,,Hall Park Road,,0,8 Ash Court Cottages,,,,,57992474,S, ,1J,20251104
YO14 0GA,Filey,Hunmanby,,Honeysuckle Close,,1,,,,,,57809931,S, ,1A,20251111
YO15 1DA,Bridlington,Flamborough,,Syke Avenue,,6,,,,,,57080681,S, ,2U,20251029
YO15 3AD,Bridlington,,,Eagle Close,,5,,,,,,57483658,S, ,1F,20251104
YO15 3BN,Bridlington,,,Chalk Pasture,,22,,,,,,56798835,S, ,2A,20251104
YO15 3BN,Bridlington,,,Chalk Pasture,,24,,,,,,56798837,S, ,2D,20251027
YO15 3BN,Bridlington,,,Chalk Pasture,,28,,,,,,56798841,S, ,2H,20251104
YO15 3EN,Bridlington,,,Puffin Garth,,3,,,,,,56798975,S, ,2Q,20251031
YO15 3EW,Bridlington,,,Saltwick Drive,,18,,,,,,56799075,S, ,2Y,20251028
YO15 3LX,Bridlington,,,Belvedere Parade,,40,,,,,,56690944,S, ,2H,20251104
YO15 3LX,Bridlington,,,Belvedere Parade,,46,,,,,,56690947,S, ,2N,20251104
YO16 6AS,Bridlington,,,Kit Brown Drive,,29,,,,,,57518775,S, ,1S,20251104
YO16 6AS,Bridlington,,,Kit Brown Drive,,31,,,,,,57518776,S, ,1T,20251031
YO16 6AS,Bridlington,,,Kit Brown Drive,,55,,,,,,57518788,S, ,2H,20251104
YO17 6PS,Malton,Brawby,Butterwick,,,0,Alpaca View,,,,Butterwick Alpaca Retreat,58192460,S,Y,2B,20251114
YO18 8SG,Pickering,Thorgill,,,,0,Gill Bank Farmhouse,,,,,58183043,S, ,2B,20251031
YO19 4AP,York,Fulford,,Barben Avenue,,8,,,,,,55274846,S, ,2A,20251104
YO19 4AS,York,Fulford,,Cowdale Close,,16,,,,,,55275076,S, ,1W,20251104
YO19 4AT,York,Fulford,,Ribble Way,,26,,,,,,57412123,S, ,1S,20251115
YO19 4AT,York,Fulford,,Ribble Way,,27,,,,,,57412144,S, ,2T,20251103
YO19 4AX,York,Fulford,,Thornton Road,,88,,,,,,55274370,S, ,1D,20251104
YO19 4AX,York,Fulford,,Thornton Road,,90,,,,,,55274371,S, ,1E,20251104
YO19 4AX,York,Fulford,,Thornton Road,,104,,,,,,55274378,S, ,1P,20251104
YO19 4AX,York,Fulford,,Thornton Road,,106,,,,,,55274379,S, ,1Q,20251104
YO19 4AX,York,Fulford,,Thornton Road,,108,,,,,,55274380,S, ,1R,20251104
YO19 5UX,York,Osbaldwick,,Outgang Lane,Osbaldwick Industrial Estate,0,Unit 12,,,,,57969438,S, ,1S,20251104
YO19 6GH,York,Thorganby,,Blackberry Close,,1,,,,,,58166195,S, ,1A,20251114
YO19 6GH,York,Thorganby,,Blackberry Close,,3,,,,,,58166196,S, ,1B,20251114
YO19 6GH,York,Thorganby,,Blackberry Close,,5,,,,,,58166197,S, ,1D,20251114
