2025/10/20,08:25:48,I,01,PL9 8YA,PLYMOUTH,Sherford,,Nimbus Road,,33,,,,,,57220164,S, ,1T,41954707,0,1,91667
2025/10/20,09:25:22,D,02,PL4 0LE,PLYMOUTH,,,Commercial Road,, ,Marine House,,,,Macpherson Motorcycles,57262993,S,Y,3N,26209077,4251779,1,7775
2025/10/20,09:39:15,I,01,PL26 8WN,ST. AUSTELL,,,Higher Bugle,, ,14 Caudledown Mill Court,,,,,57910634,S, ,1R,42787122,0,1,4511
2025/10/20,09:39:15,I,01,PL26 8WN,ST. AUSTELL,,,Higher Bugle,, ,15 Caudledown Mill Court,,,,,57910635,S, ,1S,42787123,0,1,4511
2025/10/20,10:27:56,I,01,PL30 3BQ,BODMIN,St. Mabyn,,Wadebridge Road,, ,,,,,St. Mabyn Peace Memorial Hall,58171729,S,Y,2U,29362406,4417128,1,3700
2025/10/20,10:35:23,I,01,PL9 8US,PLYMOUTH,Sherford,,Dewpoint Way,,36,,,,,,57672769,S, ,2T,42504291,0,1,91667
2025/10/20,11:52:08,I,01,YO13 9GB,SCARBOROUGH,East Ayton,,Kelso Drive,,4,,,,,,57781115,S, ,1Q,42638615,0,1,19930
2025/10/20,11:55:08,I,01,PL9 7JN,PLYMOUTH,,,Hobbs Gardens,,18,,,,,,57936229,S, ,1X,42817202,0,1,7775
2025/10/20,12:10:38,I,02,YO31 8JP,YORK,,,Haxby Road,, ,,,,,Ivy & May Hair Design,58171822,S,Y,2L,43118164,4417204,1,20217
2025/10/20,12:17:05,D,02,PL33 9AE,DELABOLE,,,High Street,,46,,,,,Delabole Surgery,19148380,S,Y,1U,28180706,1355841,1,3904
2025/10/20,12:17:05,I,02,PL33 9AE,DELABOLE,,,High Street,,46,,,,,,19148380,S, ,1U,43118191,0,1,3904
2025/10/20,13:40:18,B,02,PL26 8PY,ST. AUSTELL,Bugle,,Higher Bugle,, ,Rockhill Business Park,,,,Nu Car Wash 2,54435041,S,Y,3Y,37959791,3846401,1,4513
2025/10/20,13:40:18,C,02,PL26 8PY,ST. AUSTELL,Bugle,,Higher Bugle,, ,Rockhill Business Park,,,,Rockhill Car Wash,54435041,S,Y,3Y,37959791,3846401,1,4513
2025/10/20,13:51:18,I,02,PL15 8QE,LAUNCESTON,Kennards House,,,, ,Lake Side View,Unit 2,,,Pall-Ex,58171881,S,Y,4X,43067773,4417241,1,4036
2025/10/20,14:25:03,D,02,PL1 3JY,PLYMOUTH,,,Mary Seacole Road,,16,,,,,,18914631,S, ,2A,38845839,0,1,7775
2025/10/20,14:25:03,I,02,PL1 3JY,PLYMOUTH,,,Mary Seacole Road,,16,,,,,2 Technical,18914631,S,Y,2A,43118448,4417255,1,7775
2025/10/20,14:25:27,D,02,PL1 4HE,PLYMOUTH,,,Ker Street,,223,,,,,Crown & Column,18916706,S,Y,2G,31633784,2544172,1,7775
2025/10/20,14:25:27,I,02,PL1 4HE,PLYMOUTH,,,Ker Street,,223,,,,,,18916706,S, ,2G,43118451,0,1,7775
2025/10/20,14:25:42,D,02,PL1 5AY,PLYMOUTH,,,Patna Place,,6,,,,,Personal Office Services Ltd,18918905,S,Y,1H,29549471,1952125,1,7775
2025/10/20,14:25:42,I,02,PL1 5AY,PLYMOUTH,,,Patna Place,,6,,,,,,18918905,S, ,1H,43118452,0,1,7775
2025/10/20,14:25:58,D,02,PL1 5BY,PLYMOUTH,,,North Road West,,153,,,,,Kids Clothing & Sportswear,18919248,S,Y,1A,35586898,3229388,1,7775
2025/10/20,14:25:58,I,02,PL1 5BY,PLYMOUTH,,,North Road West,,153,,,,,,18919248,S, ,1A,43118453,0,1,7775
2025/10/20,14:26:16,D,02,PL1 5BY,PLYMOUTH,,,North Road West,,157,,,,,,18919250,S, ,1D,18510996,0,1,7775
2025/10/20,14:26:16,I,02,PL1 5BY,PLYMOUTH,,,North Road West,,157,,,,,Mike Walker & Son,18919250,S,Y,1D,43118454,4417256,1,7775
2025/10/20,14:27:11,I,02,PL2 1NT,PLYMOUTH,,,College Road,,59,,Flat 1,,,,58171911,S, ,1Q,43118455,0,1,7775
2025/10/20,14:27:18,I,02,PL2 1NT,PLYMOUTH,,,College Road,,59,,Flat 2,,,,58171912,S, ,1R,43118456,0,1,7775
2025/10/20,14:29:51,B,02,PL4 6JQ,PLYMOUTH,,,Mutley Plain,,41,,,,,Spike Up Barbers,18951098,S,Y,1J,31375517,2491099,1,7775
2025/10/20,14:29:51,C,02,PL4 6JQ,PLYMOUTH,,,Mutley Plain,,41,,,,,Bucharest Mini Market,18951098,S,Y,1J,31375517,2491099,1,7775
2025/10/20,14:30:16,B,02,PL4 6JQ,PLYMOUTH,,,Mutley Plain,,43,,,,,Saz Salon,18951102,S,Y,1L,40692502,4096781,1,7775
2025/10/20,14:30:16,C,02,PL4 6JQ,PLYMOUTH,,,Mutley Plain,,43,,,,,Spike Up Barbers,18951102,S,Y,1L,40692502,4096781,1,7775
2025/10/20,14:30:46,B,02,PL4 8EU,PLYMOUTH,,,North Hill,,50,,,,,Two Parts Strong,18956149,S,Y,1D,32897405,2790517,1,7775
2025/10/20,14:30:46,C,02,PL4 8EU,PLYMOUTH,,,North Hill,,50,,,,,The Crafty Half,18956149,S,Y,1D,32897405,2790517,1,7775
2025/10/20,14:31:08,D,02,PL4 8EU,PLYMOUTH,,,North Hill,,48,,,,,,18956146,S, ,1B,39531243,0,1,7775
2025/10/20,14:31:08,I,02,PL4 8EU,PLYMOUTH,,,North Hill,,48,,,,,Hills Barbers,18956146,S,Y,1B,43118462,4417257,1,7775
2025/10/20,14:31:37,D,02,PL4 9EP,PLYMOUTH,,,Faringdon Road,, ,,,,,Grooming Marvellous,56230450,S,Y,3N,40917648,4122054,1,7775
2025/10/20,14:31:37,I,02,PL4 9EP,PLYMOUTH,,,Faringdon Road,,49,,,,,,56230450,S, ,3N,43118463,0,1,7775
2025/10/20,14:31:55,B,02,PL4 9ER,PLYMOUTH,,,Faringdon Road,,57,,,,,Disc Manufacturing Services Ltd,53453399,S,Y,1E,31173471,3640157,1,7775
2025/10/20,14:31:55,C,02,PL4 9ER,PLYMOUTH,,,Faringdon Road,,57,,,,,Eliveate,53453399,S,Y,1E,31173471,3640157,1,7775
2025/10/20,14:32:38,B,02,PL9 7HP,PLYMOUTH,,,Billacombe Road,,3,Billacombe Road Garage,,,,Plymouth M O T Centre,19017142,S,Y,1N,32287140,2719109,1,7775
2025/10/20,14:32:38,C,02,PL9 7HP,PLYMOUTH,,,Billacombe Road,,3,Billacombe Road Garage,,,,The Hot Car Wash Centre,19017142,S,Y,1N,32287140,2719109,1,7775
2025/10/20,14:32:56,B,02,PL9 7HT,PLYMOUTH,,,Billacombe Road,Sugar Mill Business Park, ,Unit 1-2,,,,Super Dooper Stores,51240676,S,Y,2S,34998769,3122256,1,7775
2025/10/20,14:32:56,C,02,PL9 7HT,PLYMOUTH,,,Billacombe Road,Sugar Mill Business Park, ,Unit 1-2,,,,Hugs,51240676,S,Y,2S,34998769,3122256,1,7775
2025/10/20,14:33:11,D,02,PL9 7HT,PLYMOUTH,,,Billacombe Road,Sugar Mill Business Park, ,Unit 13,,,,,19017158,S, ,2H,42936598,0,1,7775
2025/10/20,14:33:11,I,02,PL9 7HT,PLYMOUTH,,,Billacombe Road,Sugar Mill Business Park, ,Unit 13,,,,Plymouth Discount Golf,19017158,S,Y,2H,43118467,4417258,1,7775
2025/10/20,14:34:03,B,02,PL9 7HX,PLYMOUTH,,,Billacombe Road,,15,,,,,Message Cloud,52333398,S,Y,1Q,36291425,3381315,1,7775
2025/10/20,14:34:03,C,02,PL9 7HX,PLYMOUTH,,,Billacombe Road,,15,,,,,Ocean City Vets,52333398,S,Y,1Q,36291425,3381315,1,7775
2025/10/20,14:34:19,D,02,PL9 7HX,PLYMOUTH,,,Billacombe Road,, ,15b,,,,Greycot Business Services Ltd,55338392,S,Y,1T,39866663,4004937,1,7775
2025/10/20,14:34:19,I,02,PL9 7HX,PLYMOUTH,,,Billacombe Road,, ,15b,,,,,55338392,S, ,1T,43118477,0,1,7775
2025/10/20,14:34:41,D,02,PL9 7LJ,PLYMOUTH,,,Plymstock Road,,167,,,,,The Olive Branch,19017404,S,Y,1G,42737855,4361848,1,7775
2025/10/20,14:34:41,I,02,PL9 7LJ,PLYMOUTH,,,Plymstock Road,,167,,,,,,19017404,S, ,1G,43118479,0,1,7775
2025/10/20,15:07:11,I,01,PL9 7GT,PLYMOUTH,,,Kimmeridge Way,,7,,,,,,57936251,S, ,1A,42817227,0,1,7775
2025/10/20,15:46:10,D,02,YO7 3QB,THIRSK,Rainton,,Back Lane,, ,Winnow Barn,,,,,57352269,S, ,2A,42115757,0,1,20150
2025/10/20,16:20:14,D,02,YO16 4PR,BRIDLINGTON,,,High Street,,67,,,,,,27307243,S, ,3F,38705063,0,1,19214
2025/10/20,16:20:14,I,02,YO16 4PR,BRIDLINGTON,,,High Street,,67,,,,,Sissy & One,27307243,S,Y,3F,43118731,4417304,1,19214
2025/10/20,16:40:39,I,01,YO26 6SG,YORK,Upper Poppleton,,Keepers Way,,94,,,,,,56744521,S, ,5A,41441137,0,1,20531
2025/10/20,17:30:19,I,01,PL9 7JN,PLYMOUTH,,,Hobbs Gardens,,16,,,,,,57936228,S, ,1W,42817201,0,1,7775
2025/10/21,09:03:13,I,01,PL9 8YE,PLYMOUTH,Sherford,,Alto Road,,1,,,,,,57220215,S, ,1N,41954759,0,1,91667
2025/10/21,12:25:25,I,01,YO7 3GJ,THIRSK,Sowerby,,Daisy Road,,24,,,,,,57733841,S, ,3U,43090925,0,1,20158
2025/10/21,13:23:54,I,01,PL12 6GU,SALTASH,Carkeel,,Little Leas Park,,9,,,,,,56829068,S, ,1F,41527448,0,1,4446
2025/10/21,14:32:45,I,02,YO15 3QB,BRIDLINGTON,Carnaby,,Carnaby Covert Lane,, ,,,,,Park Rose Cafe,58172709,S,Y,1E,43119647,4417488,1,19219
2025/10/21,14:33:52,I,01,YO62 6RB,YORK,Sinnington,,Marton Road,, ,The Lodge,,,,,58172710,S, ,1R,43119648,0,1,20482
